Comuna;FECHA_INMUNIZACION;N° de vacunados;Criterio_elegibilidad;Servicio;FECHA_INMUNIZACION2;Campaña
Melipilla;2022-03-24;435;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-24;2022
Melipilla;2022-03-25;336;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-25;2022
Melipilla;2022-03-28;282;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-28;2022
Melipilla;2022-03-29;351;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-29;2022
Melipilla;2022-03-30;328;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-30;2022
Melipilla;2022-03-31;279;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-31;2022
Melipilla;2022-04-01;247;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-01;2022
Melipilla;2022-04-04;245;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-04;2022
Melipilla;2022-04-05;259;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-05;2022
Melipilla;2022-04-06;275;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-06;2022
Melipilla;2022-04-07;420;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-07;2022
Melipilla;2022-04-08;217;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-08;2022
Melipilla;2022-04-11;285;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-11;2022
Melipilla;2022-04-12;308;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-12;2022
Melipilla;2022-04-13;322;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-13;2022
Melipilla;2022-04-14;269;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-14;2022
Padre Hurtado;2022-03-16;26;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-16;2022
Padre Hurtado;2022-03-17;84;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-17;2022
Padre Hurtado;2022-03-18;94;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-18;2022
Padre Hurtado;2022-03-21;116;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-21;2022
Padre Hurtado;2022-03-22;139;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-22;2022
Padre Hurtado;2022-03-23;114;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-23;2022
Padre Hurtado;2022-03-24;94;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-24;2022
Padre Hurtado;2022-03-25;132;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-25;2022
Padre Hurtado;2022-03-28;119;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-28;2022
Padre Hurtado;2022-03-29;109;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-29;2022
Padre Hurtado;2022-03-30;95;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-30;2022
Padre Hurtado;2022-03-31;74;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-31;2022
Padre Hurtado;2022-04-01;82;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-01;2022
Padre Hurtado;2022-04-02;1;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-02;2022
Padre Hurtado;2022-04-04;91;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-04;2022
Padre Hurtado;2022-04-05;141;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-05;2022
Padre Hurtado;2022-04-06;112;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-06;2022
Padre Hurtado;2022-04-07;118;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-07;2022
Padre Hurtado;2022-04-08;126;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-08;2022
Padre Hurtado;2022-04-09;94;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-09;2022
Padre Hurtado;2022-04-11;74;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-11;2022
Padre Hurtado;2022-04-12;58;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-12;2022
Padre Hurtado;2022-04-13;103;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-13;2022
Padre Hurtado;2022-04-14;109;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-14;2022
Paine;2022-03-15;1;Enfermos cronicos de 11 a 64 años de edad;Sur;03-15;2022
Paine;2022-03-16;67;Enfermos cronicos de 11 a 64 años de edad;Sur;03-16;2022
Paine;2022-03-17;136;Enfermos cronicos de 11 a 64 años de edad;Sur;03-17;2022
Paine;2022-03-18;138;Enfermos cronicos de 11 a 64 años de edad;Sur;03-18;2022
Paine;2022-03-21;170;Enfermos cronicos de 11 a 64 años de edad;Sur;03-21;2022
Paine;2022-03-22;144;Enfermos cronicos de 11 a 64 años de edad;Sur;03-22;2022
Paine;2022-03-23;196;Enfermos cronicos de 11 a 64 años de edad;Sur;03-23;2022
Paine;2022-03-24;200;Enfermos cronicos de 11 a 64 años de edad;Sur;03-24;2022
Paine;2022-03-25;198;Enfermos cronicos de 11 a 64 años de edad;Sur;03-25;2022
Paine;2022-03-26;27;Enfermos cronicos de 11 a 64 años de edad;Sur;03-26;2022
Paine;2022-03-28;192;Enfermos cronicos de 11 a 64 años de edad;Sur;03-28;2022
Paine;2022-03-29;203;Enfermos cronicos de 11 a 64 años de edad;Sur;03-29;2022
Paine;2022-03-30;168;Enfermos cronicos de 11 a 64 años de edad;Sur;03-30;2022
Paine;2022-03-31;155;Enfermos cronicos de 11 a 64 años de edad;Sur;03-31;2022
Paine;2022-04-01;134;Enfermos cronicos de 11 a 64 años de edad;Sur;04-01;2022
Paine;2022-04-02;6;Enfermos cronicos de 11 a 64 años de edad;Sur;04-02;2022
Paine;2022-04-04;183;Enfermos cronicos de 11 a 64 años de edad;Sur;04-04;2022
Paine;2022-04-05;150;Enfermos cronicos de 11 a 64 años de edad;Sur;04-05;2022
Paine;2022-04-06;192;Enfermos cronicos de 11 a 64 años de edad;Sur;04-06;2022
Paine;2022-04-07;159;Enfermos cronicos de 11 a 64 años de edad;Sur;04-07;2022
Paine;2022-04-08;151;Enfermos cronicos de 11 a 64 años de edad;Sur;04-08;2022
Paine;2022-04-09;22;Enfermos cronicos de 11 a 64 años de edad;Sur;04-09;2022
Paine;2022-04-11;158;Enfermos cronicos de 11 a 64 años de edad;Sur;04-11;2022
Paine;2022-04-12;166;Enfermos cronicos de 11 a 64 años de edad;Sur;04-12;2022
Paine;2022-04-13;136;Enfermos cronicos de 11 a 64 años de edad;Sur;04-13;2022
Paine;2022-04-14;149;Enfermos cronicos de 11 a 64 años de edad;Sur;04-14;2022
Pedro Aguirre Cerda;2022-03-15;1;Enfermos cronicos de 11 a 64 años de edad;Sur;03-15;2022
Pedro Aguirre Cerda;2022-03-16;227;Enfermos cronicos de 11 a 64 años de edad;Sur;03-16;2022
Pedro Aguirre Cerda;2022-03-17;264;Enfermos cronicos de 11 a 64 años de edad;Sur;03-17;2022
Pedro Aguirre Cerda;2022-03-18;311;Enfermos cronicos de 11 a 64 años de edad;Sur;03-18;2022
Pedro Aguirre Cerda;2022-03-19;50;Enfermos cronicos de 11 a 64 años de edad;Sur;03-19;2022
Pedro Aguirre Cerda;2022-03-21;248;Enfermos cronicos de 11 a 64 años de edad;Sur;03-21;2022
Pedro Aguirre Cerda;2022-03-22;258;Enfermos cronicos de 11 a 64 años de edad;Sur;03-22;2022
Pedro Aguirre Cerda;2022-03-23;299;Enfermos cronicos de 11 a 64 años de edad;Sur;03-23;2022
Pedro Aguirre Cerda;2022-03-24;237;Enfermos cronicos de 11 a 64 años de edad;Sur;03-24;2022
Pedro Aguirre Cerda;2022-03-25;279;Enfermos cronicos de 11 a 64 años de edad;Sur;03-25;2022
Pedro Aguirre Cerda;2022-03-26;23;Enfermos cronicos de 11 a 64 años de edad;Sur;03-26;2022
Pedro Aguirre Cerda;2022-03-28;267;Enfermos cronicos de 11 a 64 años de edad;Sur;03-28;2022
Pedro Aguirre Cerda;2022-03-29;230;Enfermos cronicos de 11 a 64 años de edad;Sur;03-29;2022
Pedro Aguirre Cerda;2022-03-30;249;Enfermos cronicos de 11 a 64 años de edad;Sur;03-30;2022
Pedro Aguirre Cerda;2022-03-31;188;Enfermos cronicos de 11 a 64 años de edad;Sur;03-31;2022
Pedro Aguirre Cerda;2022-04-01;195;Enfermos cronicos de 11 a 64 años de edad;Sur;04-01;2022
Pedro Aguirre Cerda;2022-04-02;44;Enfermos cronicos de 11 a 64 años de edad;Sur;04-02;2022
Pedro Aguirre Cerda;2022-04-04;164;Enfermos cronicos de 11 a 64 años de edad;Sur;04-04;2022
Pedro Aguirre Cerda;2022-04-05;206;Enfermos cronicos de 11 a 64 años de edad;Sur;04-05;2022
Pedro Aguirre Cerda;2022-04-06;242;Enfermos cronicos de 11 a 64 años de edad;Sur;04-06;2022
Pedro Aguirre Cerda;2022-04-07;137;Enfermos cronicos de 11 a 64 años de edad;Sur;04-07;2022
Pedro Aguirre Cerda;2022-04-08;177;Enfermos cronicos de 11 a 64 años de edad;Sur;04-08;2022
Pedro Aguirre Cerda;2022-04-09;26;Enfermos cronicos de 11 a 64 años de edad;Sur;04-09;2022
Pedro Aguirre Cerda;2022-04-11;106;Enfermos cronicos de 11 a 64 años de edad;Sur;04-11;2022
Pedro Aguirre Cerda;2022-04-12;130;Enfermos cronicos de 11 a 64 años de edad;Sur;04-12;2022
Pedro Aguirre Cerda;2022-04-13;122;Enfermos cronicos de 11 a 64 años de edad;Sur;04-13;2022
Pedro Aguirre Cerda;2022-04-14;137;Enfermos cronicos de 11 a 64 años de edad;Sur;04-14;2022
Peñaflor;2022-03-15;1;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-15;2022
Peñaflor;2022-03-16;69;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-16;2022
Peñaflor;2022-03-17;100;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-17;2022
Peñaflor;2022-03-18;142;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-18;2022
Peñaflor;2022-03-21;145;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-21;2022
Peñaflor;2022-03-22;131;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-22;2022
Peñaflor;2022-03-23;169;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-23;2022
Peñaflor;2022-03-24;185;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-24;2022
Peñaflor;2022-03-25;107;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-25;2022
Peñaflor;2022-03-26;17;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-26;2022
Peñaflor;2022-03-28;143;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-28;2022
Peñaflor;2022-03-29;108;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-29;2022
Peñaflor;2022-03-30;125;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-30;2022
Peñaflor;2022-03-31;72;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-31;2022
Peñaflor;2022-04-01;92;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-01;2022
Peñaflor;2022-04-02;147;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-02;2022
Peñaflor;2022-04-04;121;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-04;2022
Peñaflor;2022-04-05;146;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-05;2022
Peñaflor;2022-04-06;96;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-06;2022
Peñaflor;2022-04-07;92;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-07;2022
Peñaflor;2022-04-08;106;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-08;2022
Peñaflor;2022-04-09;96;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-09;2022
Peñaflor;2022-04-11;84;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-11;2022
Peñaflor;2022-04-12;108;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-12;2022
Peñaflor;2022-04-13;65;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-13;2022
Peñaflor;2022-04-14;71;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-14;2022
Peñalolén;2022-03-15;21;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-15;2022
Peñalolén;2022-03-16;351;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-16;2022
Peñalolén;2022-03-17;459;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-17;2022
Peñalolén;2022-03-18;535;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-18;2022
Peñalolén;2022-03-19;41;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-19;2022
Peñalolén;2022-03-21;674;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-21;2022
Peñalolén;2022-03-22;582;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-22;2022
Peñalolén;2022-03-23;538;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-23;2022
Peñalolén;2022-03-24;461;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-24;2022
Peñalolén;2022-03-25;579;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-25;2022
Peñalolén;2022-03-26;50;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-26;2022
Peñalolén;2022-03-28;557;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-28;2022
Peñalolén;2022-03-29;493;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-29;2022
Peñalolén;2022-03-30;461;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-30;2022
Peñalolén;2022-03-31;412;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-31;2022
Peñalolén;2022-04-01;425;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-01;2022
Peñalolén;2022-04-02;51;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-02;2022
Peñalolén;2022-04-04;491;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-04;2022
Peñalolén;2022-04-05;510;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-05;2022
Peñalolén;2022-04-06;496;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-06;2022
Peñalolén;2022-04-07;419;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-07;2022
Peñalolén;2022-04-08;426;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-08;2022
Peñalolén;2022-04-09;57;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-09;2022
Peñalolén;2022-04-11;428;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-11;2022
Peñalolén;2022-04-12;432;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-12;2022
Peñalolén;2022-04-13;358;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-13;2022
Peñalolén;2022-04-14;415;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-14;2022
Pirque;2022-03-16;43;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-16;2022
Pirque;2022-03-17;38;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-17;2022
Pirque;2022-03-18;69;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-18;2022
Pirque;2022-03-21;73;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-21;2022
Pirque;2022-03-22;77;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-22;2022
Pirque;2022-03-23;65;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-23;2022
Pirque;2022-03-24;72;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-24;2022
Pirque;2022-03-25;69;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-25;2022
Pirque;2022-03-28;54;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-28;2022
Pirque;2022-03-29;88;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-29;2022
Pirque;2022-03-30;72;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-30;2022
Pirque;2022-03-31;69;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-31;2022
Pirque;2022-04-01;64;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-01;2022
Pirque;2022-04-04;41;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-04;2022
Pirque;2022-04-05;56;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-05;2022
Pirque;2022-04-06;61;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-06;2022
Pirque;2022-04-07;47;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-07;2022
Pirque;2022-04-08;66;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-08;2022
Pirque;2022-04-09;28;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-09;2022
Pirque;2022-04-11;35;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-11;2022
Pirque;2022-04-12;32;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-12;2022
Pirque;2022-04-13;33;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-13;2022
Pirque;2022-04-14;46;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-14;2022
Pirque;2022-04-16;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-16;2022
Providencia;2022-03-15;4;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-15;2022
Providencia;2022-03-16;111;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-16;2022
Providencia;2022-03-17;128;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-17;2022
Providencia;2022-03-18;202;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-18;2022
Providencia;2022-03-19;12;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-19;2022
Providencia;2022-03-21;204;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-21;2022
Providencia;2022-03-22;189;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-22;2022
Providencia;2022-03-23;169;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-23;2022
Providencia;2022-03-24;225;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-24;2022
Providencia;2022-03-25;218;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-25;2022
Providencia;2022-03-26;5;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-26;2022
Providencia;2022-03-28;165;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-28;2022
Providencia;2022-03-29;167;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-29;2022
Providencia;2022-03-30;162;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-30;2022
Providencia;2022-03-31;172;Enfermos cronicos de 11 a 64 años de edad;Oriente;03-31;2022
Providencia;2022-04-01;183;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-01;2022
Providencia;2022-04-02;18;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-02;2022
Providencia;2022-04-04;198;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-04;2022
Providencia;2022-04-05;229;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-05;2022
Providencia;2022-04-06;234;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-06;2022
Providencia;2022-04-07;193;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-07;2022
Providencia;2022-04-08;174;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-08;2022
Providencia;2022-04-09;6;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-09;2022
Providencia;2022-04-11;205;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-11;2022
Providencia;2022-04-12;162;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-12;2022
Providencia;2022-04-13;176;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-13;2022
Providencia;2022-04-14;202;Enfermos cronicos de 11 a 64 años de edad;Oriente;04-14;2022
Pudahuel;2022-03-15;2;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-15;2022
Pudahuel;2022-03-16;767;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-16;2022
Pudahuel;2022-03-17;764;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-17;2022
Pudahuel;2022-03-18;983;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-18;2022
Pudahuel;2022-03-19;297;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-19;2022
Pudahuel;2022-03-21;986;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-21;2022
Pudahuel;2022-03-22;909;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-22;2022
Pudahuel;2022-03-23;988;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-23;2022
Pudahuel;2022-03-24;884;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-24;2022
Pudahuel;2022-03-25;898;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-25;2022
Pudahuel;2022-03-26;400;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-26;2022
Pudahuel;2022-03-28;818;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-28;2022
Pudahuel;2022-03-29;744;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-29;2022
Pudahuel;2022-03-30;757;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-30;2022
Pudahuel;2022-03-31;589;Enfermos cronicos de 11 a 64 años de edad;Occidente;03-31;2022
Pudahuel;2022-04-01;761;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-01;2022
Pudahuel;2022-04-02;433;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-02;2022
Pudahuel;2022-04-04;991;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-04;2022
Pudahuel;2022-04-05;771;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-05;2022
Pudahuel;2022-04-06;676;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-06;2022
Pudahuel;2022-04-07;892;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-07;2022
Pudahuel;2022-04-08;837;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-08;2022
Pudahuel;2022-04-09;426;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-09;2022
Pudahuel;2022-04-11;821;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-11;2022
Pudahuel;2022-04-12;791;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-12;2022
Pudahuel;2022-04-13;821;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-13;2022
Pudahuel;2022-04-14;847;Enfermos cronicos de 11 a 64 años de edad;Occidente;04-14;2022
Puente Alto;2022-03-16;516;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-16;2022
Puente Alto;2022-03-17;662;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-17;2022
Puente Alto;2022-03-18;745;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-18;2022
Puente Alto;2022-03-19;6;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-19;2022
Puente Alto;2022-03-20;4;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-20;2022
Puente Alto;2022-03-21;957;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-21;2022
Puente Alto;2022-03-22;927;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-22;2022
Puente Alto;2022-03-23;1029;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-23;2022
Puente Alto;2022-03-24;976;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-24;2022
Puente Alto;2022-03-25;1068;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-25;2022
Puente Alto;2022-03-26;3;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-26;2022
Puente Alto;2022-03-28;1040;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-28;2022
Puente Alto;2022-03-29;995;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-29;2022
Puente Alto;2022-03-30;1001;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-30;2022
Puente Alto;2022-03-31;816;Enfermos cronicos de 11 a 64 años de edad;Suroriente;03-31;2022
Puente Alto;2022-04-01;831;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-01;2022
Puente Alto;2022-04-02;3;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-02;2022
Puente Alto;2022-04-03;47;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-03;2022
Puente Alto;2022-04-04;912;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-04;2022
Puente Alto;2022-04-05;1060;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-05;2022
Puente Alto;2022-04-06;943;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-06;2022
Puente Alto;2022-04-07;946;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-07;2022
Puente Alto;2022-04-08;895;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-08;2022
Puente Alto;2022-04-09;57;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-09;2022
Puente Alto;2022-04-11;837;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-11;2022
Puente Alto;2022-04-12;724;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-12;2022
Puente Alto;2022-04-13;780;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-13;2022
Puente Alto;2022-04-14;724;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-14;2022
Puente Alto;2022-04-16;94;Enfermos cronicos de 11 a 64 años de edad;Suroriente;04-16;2022
Quilicura;2022-03-16;116;Enfermos cronicos de 11 a 64 años de edad;Norte;03-16;2022
Quilicura;2022-03-17;204;Enfermos cronicos de 11 a 64 años de edad;Norte;03-17;2022
Quilicura;2022-03-18;333;Enfermos cronicos de 11 a 64 años de edad;Norte;03-18;2022
Quilicura;2022-03-19;203;Enfermos cronicos de 11 a 64 años de edad;Norte;03-19;2022
Quilicura;2022-03-21;363;Enfermos cronicos de 11 a 64 años de edad;Norte;03-21;2022
Quilicura;2022-03-22;265;Enfermos cronicos de 11 a 64 años de edad;Norte;03-22;2022
Quilicura;2022-03-23;318;Enfermos cronicos de 11 a 64 años de edad;Norte;03-23;2022
Quilicura;2022-03-24;310;Enfermos cronicos de 11 a 64 años de edad;Norte;03-24;2022
Quilicura;2022-03-25;345;Enfermos cronicos de 11 a 64 años de edad;Norte;03-25;2022
Quilicura;2022-03-26;163;Enfermos cronicos de 11 a 64 años de edad;Norte;03-26;2022
Quilicura;2022-03-28;265;Enfermos cronicos de 11 a 64 años de edad;Norte;03-28;2022
Quilicura;2022-03-29;309;Enfermos cronicos de 11 a 64 años de edad;Norte;03-29;2022
Quilicura;2022-03-30;251;Enfermos cronicos de 11 a 64 años de edad;Norte;03-30;2022
Quilicura;2022-03-31;242;Enfermos cronicos de 11 a 64 años de edad;Norte;03-31;2022
Quilicura;2022-04-01;161;Enfermos cronicos de 11 a 64 años de edad;Norte;04-01;2022
Quilicura;2022-04-02;117;Enfermos cronicos de 11 a 64 años de edad;Norte;04-02;2022
Quilicura;2022-04-04;280;Enfermos cronicos de 11 a 64 años de edad;Norte;04-04;2022
Quilicura;2022-04-05;306;Enfermos cronicos de 11 a 64 años de edad;Norte;04-05;2022
Quilicura;2022-04-06;345;Enfermos cronicos de 11 a 64 años de edad;Norte;04-06;2022
Quilicura;2022-04-07;363;Enfermos cronicos de 11 a 64 años de edad;Norte;04-07;2022
Quilicura;2022-04-08;270;Enfermos cronicos de 11 a 64 años de edad;Norte;04-08;2022
Quilicura;2022-04-09;193;Enfermos cronicos de 11 a 64 años de edad;Norte;04-09;2022
Quilicura;2022-04-11;295;Enfermos cronicos de 11 a 64 años de edad;Norte;04-11;2022
Quilicura;2022-04-12;243;Enfermos cronicos de 11 a 64 años de edad;Norte;04-12;2022
Quilicura;2022-04-13;312;Enfermos cronicos de 11 a 64 años de edad;Norte;04-13;2022
